Position Strand Score
1408586 - 5.2536
1408731 - 5.5719
1409390 - 6.5293
1409555 - 12.4356
1409598 - 12.4356
1409617 - 5.3529
1410185 - 7.0838
1411359 - 11.2400
1411858 - 8.0432
1413333 - 7.0838
1413487 - 6.0957
1413538 - 7.7249
1414075 - 5.3529
1414117 - 6.0957
1414263 - 5.8883
1414423 - 8.0432
1414704 - 5.2536
1414749 - 5.5719
1414883 - 5.5719
1415109 - 8.0167
1415250 - 7.2568
1416609 - 5.3529
1417346 - 8.7687
1417353 - 6.1509
1417604 - 5.3093
1417668 - 7.7249
1418067 - 5.5719
1418111 - 5.3093
1419496 - 6.4783
1419835 - 6.1509
1420046 - 6.1509
1421781 - 7.2568
1422733 - 5.8883
1423861 - 5.5719
1424952 - 8.3596
1425437 - 5.7773
1426458 - 5.8883
1426638 - 6.1865
1426788 - 8.0167
1427454 - 6.4783
1427677 - 5.5719
1427853 - 5.1363
1427971 - 7.4929
1429203 - 7.7249
1430436 - 5.5719
1431374 - 8.0167
1431398 - 5.3529
1431497 - 5.5719
1431745 - 5.5454
1431932 - 5.1628
1432138 - 7.2568
1433752 - 5.7773
1433957 - 6.5048
1434120 - 5.5719
1434744 - 7.7249
1434869 - 5.1628
1434874 - 6.5293
1435242 - 5.5719
1435247 - 6.5293
1435339 - 5.5719
1435431 - 5.3529
1435836 - 6.5048
1436066 - 5.1628
1436892 - 6.1865
1437049 - 5.3093
1437132 - 5.2536
1438009 - 5.1628
1438212 - 7.7249
1438355 - 6.1509
1438711 - 7.0838
1439655 - 6.5048
1440057 - 5.5454
1442132 - 5.5454
1442396 - 8.7687
1442894 - 8.0167
1444954 - 11.5027
1445035 - 5.5454
1445509 - 9.0314
1449167 - 7.4929
1449560 - 5.5719
1449747 - 6.0957
1450847 - 7.4929
1450858 - 6.4783
1452019 - 7.0838
1452734 - 11.5027
1453445 - 11.5027
1453649 - 9.0314
1454012 - 5.1363
1455761 - 7.7249
1456648 - 7.7249
1457701 - 7.0838
1457916 - 5.1628
1458107 - 10.3071
1458242 - 7.8358
1458427 - 14.3831
1459513 - 10.7162
1459525 - 6.8477
1459892 - 5.8883
1460048 - 7.0838
1460315 - 6.6949
1461971 - 7.7249
1463132 - 7.7249
1464103 - 11.9118
1464218 - 11.5027
1464596 - 7.7249
1465156 - 8.0167
1465193 - 11.5027
1465208 - 6.5293
1465306 - 7.0838
1465566 - 6.5293
1465742 - 11.5027
1466163 - 5.5719
1468148 - 9.9642
1468240 - 5.5719
1468954 - 5.2536
1471498 - 7.0838
1471511 - 5.2536
1471597 - 5.7773
1471923 - 5.5719
1472548 - 5.1628
1472934 - 6.0957
1472946 - 5.7620
1473063 - 6.5293
1473777 - 5.2536
1473965 - 9.9642
1474833 - 5.3093
1475522 - 5.3093
1475598 - 8.4524
1475814 - 6.5048
1477400 - 5.2536
1477743 - 5.8883
1478294 - 8.0432
1478883 - 5.5719
1479506 - 5.3093
1480971 - 5.3093
1481579 - 5.3093
1481678 - 6.4121
1481827 - 8.7687
1481989 - 5.3093
1483592 - 5.3093
1485386 - 5.1565
1485825 - 5.7773
1485955 - 13.1875
1486257 - 7.2568
1487605 - 5.2827
1488423 - 8.4524
1488959 - 6.8477
1489125 - 7.6076
1489714 - 6.5293
1490953 - 6.2858
1492460 - 7.2303
1492486 - 6.1865
1492803 - 9.0314
1493803 - 5.3093
1493871 - 5.5719
1493988 - 5.2536
1494030 - 5.2536
1494105 - 5.2536
1494184 - 5.2536
1494222 - 5.2536
1494298 - 5.2536
1494340 - 5.2536
1494382 - 5.2536
1494420 - 5.2536
1494460 - 5.2536
1494502 - 5.2536
1494546 - 5.2536
1494582 - 5.2536
1494620 - 5.2536
1494660 - 5.2536
1494698 - 5.2536
1494736 - 5.2536
1494778 - 5.2536
1494818 - 5.2536
1494856 - 5.2536
1494892 - 5.2536
1494928 - 5.2536
1494964 - 5.2536
1495006 - 5.2536
1495082 - 5.2536
1495126 - 5.2536
1495172 - 5.2536
1495208 - 5.2536
1495248 - 5.2536
1495286 - 5.2536
1495326 - 5.2536
1495370 - 5.2536
1495559 - 5.2536
1495642 - 5.2536
1496369 - 6.1509
1496395 - 7.0838
1496493 - 5.2536
1500009 - 6.0957
1500343 - 5.5719
1501164 - 6.2858
1501258 - 7.7249
1501344 - 8.7687
1501348 - 6.9139
1503427 - 6.2974
1504326 - 6.1865
1504798 - 5.5719
1506090 - 5.9810
1506857 - 5.8883
1507089 - 5.7620
1508039 - 7.7249
1508598 - 6.5048
1508780 - 5.9810
1508971 - 5.1363
1509070 - 6.4121
1509092 - 6.4783
1509631 - 5.2536
1510500 - 5.3529
1511177 - 5.2536
1511377 - 11.5027
1511752 - 8.6223
1511862 - 7.7249
1512383 - 5.1628
1512523 - 10.3071
1512562 - 7.8358
1513400 - 7.2568
1513435 - 7.2568
1513518 - 11.6491
1513964 - 7.0838
1514378 - 6.8477
1514583 - 6.5293
1514931 - 7.2568
1515843 - 5.3093
1515865 - 8.0432
1516080 - 9.0314
1517398 - 5.1565
1517833 - 8.4524
1518279 - 7.6076
1518812 - 7.2568
1520493 - 6.8212
1521443 - 5.2536
1521879 - 5.5719
1522215 - 5.5719
1522838 - 5.2536
1522864 - 11.5027
1523515 - 8.7687
1523705 - 7.8358
1523762 - 6.2858
1524120 - 8.4524
1524184 - 7.2568
1524634 - 5.3093
1524731 - 6.2974
1524793 - 6.5293
1526145 - 5.7620
1527472 - 11.9118
1527597 - 5.3093
1528142 - 6.1865
1528433 - 5.7620
1528607 - 5.7773
1528927 - 8.0167
1528976 - 6.1865
1529933 - 7.7249
1530259 - 6.2858
1531573 - 5.7773
1532130 - 8.4524
1533970 - 6.5293
1535133 - 6.2974
1535264 - 5.5719
1535554 - 6.0692
1535594 - 5.3093
1535953 - 5.1363
1537440 - 5.1628
1537699 - 7.2568
1537945 - 5.1628
1538109 - 6.5048
1538155 - 5.5719
1538583 - 5.5719
1544958 - 7.7249
1545662 - 7.7249
1545898 - 5.2536
1546448 - 11.5027
1546553 - 5.1628
1546569 - 9.0314
1547202 - 5.7620
1548313 - 5.5719
1548776 - 6.5293
1550205 - 5.7773
1550236 - 14.3831
1550253 - 7.7249
1551178 - 8.0432
1551284 - 5.7184
1553464 - 6.5293
1553589 - 7.7249
1554899 - 8.0432
1555067 - 5.2536
1555710 - 7.2568
1558160 - 5.3093
1558488 - 6.0957
1558557 - 5.2827
1558756 - 5.1628
1560139 - 7.2303
1560865 - 5.3093
1562370 - 5.3093
1562379 - 8.7687
1562501 - 12.4356
1562586 - 5.5454
1562660 - 5.5454
1562812 - 5.5454
1562964 - 5.5454
1563225 - 5.3093
1563436 - 6.6747
1564701 - 5.5719
1565118 - 9.0314
1566890 - 5.7620
1567044 - 6.1509
1569561 - 6.8212
1570826 - 5.1628
1571004 - 7.4112
1571598 - 8.4524
1572027 - 6.6747
1572816 - 6.5048
1573700 - 5.1363
1573704 - 5.1363
1574447 - 5.5454
1575050 - 5.7773
1575872 - 8.2333
1577483 - 8.7687
1579624 - 6.2974
1579935 - 5.5719
1580980 - 5.2536
1582425 - 12.4356
1582544 - 5.3093
1583998 - 5.2536
1584022 - 8.0432
1584211 - 7.7249
1584709 - 5.2536
1584820 - 5.5719
1584990 - 6.1865
1585397 - 9.5551
1585450 - 6.2858
1585492 - 6.1509
1586402 - 5.3093
1587338 - 5.2536
1587618 - 9.0314
1587783 - 5.2536
1588002 - 8.7687
1588335 - 5.5719
1588368 - 7.2568
1589215 - 5.5719
1589238 - 5.5719
1589625 - 5.5719
1589751 - 6.2858
1589948 - 6.8477
1591344 - 6.1865
1591480 - 5.7773
1591634 - 6.5293
1591650 - 5.8883
1592049 - 5.3529
1592485 - 5.1628
1593042 - 6.5048
1593113 - 5.5719
1593365 - 6.5048
1593551 - 8.0432
1595167 - 7.7249
1595185 - 7.2568
1595980 - 5.1363
1596032 - 5.3093
1596743 - 6.6747
1597600 - 5.5719
1598102 - 5.3093
1598133 - 6.5048
1598595 - 9.0314
1599144 - 9.0314
1600212 - 5.5454
1600276 - 7.2568
1601253 - 9.5551
1601261 - 6.6747
1601667 - 5.3093
1602001 - 5.1628
1602065 - 9.5551
1603404 - 5.7773
1603724 - 6.5293
1604322 - 9.5551
1604437 - 5.1363
1604900 - 5.5719
1604961 - 6.2974
1605207 - 5.3093
1605697 - 8.0167
1606199 - 6.1865
1606300 - 5.2536
1606327 - 9.0314
1606406 - 8.7687
1606442 - 8.7687
1606478 - 8.7687
1606514 - 8.7687
1606550 - 8.7687
1606586 - 8.7687
1606622 - 8.7687
1606658 - 8.7687
1606837 - 5.3093
1607198 - 8.7687
1607804 - 7.0838
1608532 - 5.5719
1609036 - 6.2974
1609124 - 5.1628
1609405 - 8.2333
1610016 - 5.2536
1610508 - 14.3831
1611296 - 11.5027
1614167 - 8.7687
1614324 - 5.3093
1616006 - 6.0957
1618101 - 6.4783
1618356 - 5.5719
1619028 - 9.7016
1619188 - 7.2568
1619374 - 9.0314
1619547 - 9.0314
1619731 - 5.1363
1620599 - 6.1865
1621012 - 5.5719
1622214 - 5.3529
1622502 - 6.5048
1623061 - 5.1628
1623093 - 6.2974
1624053 - 10.8971
1624157 - 6.5293
1624340 - 5.2827
1624422 - 5.5454
1624759 - 7.7249
1625401 - 6.8212
1625672 - 6.2858
1625926 - 6.1865
1626915 - 8.0432
1627803 - 7.6076
1628154 - 7.7249
1629008 - 9.7016
1629854 - 5.5719
1629864 - 6.0957
1629995 - 5.7773
1630093 - 8.7687
1630363 - 6.1865
1630734 - 8.7687
1631480 - 5.3529
1631927 - 5.5719
1632307 - 5.2536
1632526 - 5.1628
1633117 - 8.0432
1633170 - 9.9642
1633459 - 8.2333
1633733 - 8.0167
1633879 - 8.6223
1633883 - 8.0167
1633933 - 5.1363
1634146 - 5.5719
1634169 - 6.0957
1635660 - 14.3831
1635794 - 5.3093
1637654 - 7.4929
1638039 - 5.5719
1638166 - 5.2536
1638657 - 6.1509
1638661 - 6.8212
1638816 - 5.2536
1638918 - 5.3529
1639700 - 8.0432
1639910 - 8.7687
1640072 - 5.2536
1640104 - 5.5719
1640321 - 9.5551
1641059 - 7.2303
1641389 - 5.5719
1642004 - 6.2974
1642355 - 7.0838
1643335 - 5.5719
1643532 - 8.6223
1643560 - 8.0167
1643837 - 8.0432
1644628 - 6.5293
1646824 - 5.5719
1647486 - 8.7687
1647500 - 8.7687
1647905 - 7.0838
1649187 - 7.2303
1649213 - 6.1865
1649528 - 9.0314
1650129 - 5.3093
1650197 - 5.5719
1650314 - 5.2536
1650356 - 5.2536
1650394 - 5.2536
1650434 - 5.2536
1650476 - 5.2536
1650526 - 5.2536
1650562 - 5.2536
1650600 - 5.2536
1650640 - 5.2536
1650678 - 5.2536
1650716 - 5.2536
1650758 - 5.2536
1650798 - 5.2536
1650836 - 5.2536
1650874 - 5.2536
1650910 - 5.2536
1650946 - 5.2536
1650986 - 5.2536
1651024 - 5.2536
1651060 - 5.2536
1651096 - 5.2536
1651132 - 5.2536
1651172 - 5.2536
1651210 - 5.2536
1651248 - 5.2536
1651288 - 5.2536
1651334 - 5.2536
1651370 - 5.2536
1651410 - 5.2536
1651448 - 5.2536
1651488 - 5.2536
1651526 - 5.2536
1651562 - 5.2536
1651598 - 5.2536
1651848 - 5.5719
1651969 - 5.5719
1652747 - 7.0838
1652791 - 6.2974
1653103 - 5.3093
1654050 - 7.6076
1655183 - 5.5719
1655428 - 6.2974
1656079 - 6.1865
1656278 - 5.1363
1657618 - 5.3093
1657838 - 5.8883
1658049 - 5.3093
1658331 - 5.1363
1658888 - 7.0838
1659227 - 5.5719
1660592 - 7.7249
1660656 - 8.0432
1661075 - 5.8883
1661334 - 5.3529
1661360 - 5.2536
1661656 - 8.0432
1661749 - 9.0314
1661759 - 5.5719
1662036 - 8.0167
1662314 - 5.5719
1662626 - 5.7773
1662791 - 5.2536
1662836 - 8.0432
1663810 - 5.7773
1665578 - 5.1628
1665888 - 5.8883
1666006 - 7.7541
1666056 - 9.9642
1666164 - 5.5719
1666206 - 9.9642
1666357 - 5.7773
1667022 - 10.8971
1667579 - 7.7249
1667881 - 6.4121
1668070 - 11.5027
1668426 - 6.2858
1668437 - 6.4783
1668809 - 6.8477
1668950 - 5.5719
1669204 - 5.7773
1669659 - 5.5454
1669969 - 5.5719
1670595 - 5.2536
1671113 - 6.5293
1671242 - 7.7249
1671965 - 5.5719
1671984 - 6.1865
1672113 - 6.2974
1672692 - 6.2974
1672907 - 5.5719
1673137 - 11.6491
1673180 - 11.6491
1673223 - 11.6491
1673345 - 6.6747
1673402 - 8.3596
1673469 - 8.4258
1673625 - 11.5027
1675245 - 11.6491
1675473 - 7.7249
1676707 - 5.5719
1677153 - 6.6949
1677579 - 7.2568
1677696 - 6.5048
1678080 - 7.7249
1678333 - 9.1778
1678483 - 7.2568
1678767 - 5.3529
1679266 - 7.0838
1679461 - 5.8883
1679465 - 9.7016
1679781 - 14.3831
1680722 - 6.5048
1680793 - 5.4792
1680926 - 8.0167
1680937 - 8.2333
1682157 - 6.5293
1682438 - 5.3529
1682452 - 5.2536
1682746 - 7.2303
1682790 - 7.2568
1682946 - 7.7249
1683651 - 8.4524
1683925 - 6.2974
1684186 - 7.7249
1684215 - 5.7773
1684330 - 5.7773
1684845 - 12.8447
1684894 - 5.3093
1685561 - 5.7773
1685595 - 5.2536
1686021 - 9.5551
1687139 - 8.0432
1687166 - 5.1628
1687288 - 5.7773
1687486 - 6.1865
1688326 - 6.1865
1688620 - 7.7249
1689034 - 6.5048
1689546 - 5.9810
1689719 - 5.2536
1689736 - 5.8883
1689830 - 9.7016
1690001 - 7.7249
1690984 - 6.5293
1692448 - 6.1509
1692658 - 8.0167
1692732 - 5.3093
1693273 - 6.6949
1693480 - 5.5454
1693624 - 6.1865
1693757 - 5.2536
1693965 - 6.2858
1694153 - 7.2303
1695471 - 6.2858
1695656 - 5.3529
1695801 - 7.2303
1695877 - 5.1363
1696403 - 5.1628
1696582 - 6.5048
1697609 - 6.0957
1697737 - 6.2974
1698838 - 5.9810
1699050 - 8.7687
1699219 - 11.5027
1699348 - 7.2303
1700546 - 5.5719
1700690 - 7.7249
1701146 - 5.3529
1701336 - 6.5293
1701473 - 7.7249
1701719 - 7.7249
1701969 - 9.0314
1703068 - 6.6747
1703743 - 7.7249
1704326 - 7.7249
1704368 - 9.9642
1704372 - 8.7687
1704821 - 5.7620
1705466 - 5.2536
1706209 - 5.5719
1706252 - 6.5293
1706516 - 5.2536
1706631 - 7.7249
1708363 - 7.7249
1709311 - 5.2536
1709575 - 9.9642
1709913 - 8.4524
1711766 - 5.2536
1713626 - 5.3093
1713660 - 6.5048
1713884 - 5.5719
1714327 - 5.5719
1715888 - 7.7249
1716031 - 6.4783
1716376 - 5.2536
1716665 - 7.7249
1716933 - 8.7687
1717385 - 9.7016
1718018 - 5.7620
1718739 - 5.5719
1719220 - 6.6747
1719484 - 6.5293
1719879 - 5.2536
1723299 - 5.7620
1724262 - 7.7249
1725126 - 7.7249
1725492 - 5.2536
1725914 - 7.4929
1726653 - 6.0957
1726766 - 5.5719
1727109 - 5.2536
1727910 - 5.3093
1728680 - 5.5719
1729007 - 8.7687
1729900 - 7.0838
1730176 - 6.0957
1730200 - 8.0432
1730417 - 5.2536
1730670 - 6.5048
1731579 - 8.7687
1731773 - 6.5048
1732520 - 5.2536
1732773 - 8.0167
1733337 - 5.7773
1734433 - 5.2536
1734826 - 11.9118
1736172 - 6.5293
1736414 - 5.3529
1736629 - 5.2536
1736748 - 14.3831
1737373 - 6.5048
1737452 - 7.2303
1738168 - 5.1628
1738246 - 10.8971
1738753 - 5.3093
1739397 - 5.3093
1739689 - 5.5719
1742185 - 6.0957
1742323 - 5.5719
1742636 - 5.1628
1742784 - 10.8971
1742963 - 7.7249
1743371 - 5.9810
1743392 - 6.0692
1746463 - 8.0432
1747682 - 5.3093
1747844 - 5.3093
1748292 - 7.4267
1748858 - 7.0838
1748972 - 5.1628
1749167 - 5.1628
1749246 - 5.2536
1749264 - 6.5293
1749465 - 7.7249
1749590 - 7.7249
1749655 - 8.0432
1749854 - 5.9810
1751877 - 5.5719
1752009 - 11.5027
1752780 - 6.6747
1752808 - 8.6223
1753074 - 6.8477
1753396 - 6.5048
1753907 - 7.7249
1754132 - 6.1509
1754499 - 11.5027
1755155 - 5.5719
1755267 - 7.8358
1755476 - 5.3529
1755876 - 5.3529
1756144 - 8.2333
1756715 - 7.7249
1757787 - 6.8212
1758424 - 5.8883
1759173 - 7.2303
1759288 - 5.3093
1759296 - 6.6949
1759408 - 5.5719
1759965 - 6.6747
1760415 - 6.1865
1760885 - 6.1865
1761382 - 5.2536
1761546 - 8.4524
1761632 - 6.8477
1762290 - 8.7687
1763923 - 8.6223
1763971 - 7.7249
1764178 - 8.4524
1764346 - 8.0432
1764459 - 9.0314
1764466 - 9.0314
1764470 - 6.8212
1764558 - 6.2974
1765723 - 7.7249
1765928 - 6.1865
1766041 - 5.3093
1766075 - 7.7249
1767295 - 7.2303
1767339 - 7.7249
1767786 - 14.3831
1768721 - 8.6223
1769307 - 9.0314
1769359 - 5.7620
1770440 - 6.0957
1770525 - 6.5293
1770595 - 8.4524
1770752 - 6.5048
1770962 - 6.5293
1771810 - 5.2536
1772010 - 11.6491
1772370 - 8.6223
1772393 - 6.4783
1772532 - 7.7249
1773707 - 11.5027
1774785 - 8.3596
1774947 - 7.7249
1775083 - 6.4121
1775195 - 10.8971
1775261 - 9.5551
1775506 - 7.7249
1775946 - 6.2974
1776073 - 5.2536
1776253 - 5.3093
1777453 - 7.4929
1777760 - 7.4929
1777804 - 5.2827
1778187 - 5.5454
1778658 - 5.9810
1778994 - 8.0432
1779570 - 5.1363
1780418 - 6.8477
1780689 - 6.2974
1780865 - 14.3831
1781062 - 7.4267
1781199 - 5.2536
1781841 - 6.1865
1782516 - 5.3529
1782763 - 8.0167
1783704 - 6.0957
1784177 - 6.1865
1784590 - 7.7249
1784934 - 5.3093
1784943 - 7.2303
1785097 - 6.8212
1786078 - 6.5293
1786150 - 6.9139
1786309 - 13.1875
1786424 - 5.5719
1786917 - 6.5048
1788274 - 5.1628
1789559 - 7.2568
1789702 - 7.7249
1790393 - 5.2536
1790465 - 5.5719
1791552 - 6.6949
1791692 - 6.6949
1791954 - 5.5719
1792064 - 5.2536
1792184 - 5.7773
1792440 - 10.4880
1793025 - 7.4267
1793260 - 7.2568
1793345 - 14.3831
1793639 - 6.5048
1794128 - 8.4524
1794701 - 8.4524
1795408 - 6.5048
1795900 - 5.3093
1796026 - 6.5048
1796487 - 9.5551
1796501 - 5.5719
1797161 - 5.5719
1797869 - 6.0957
1798243 - 7.7249
1798348 - 5.7620
1798767 - 5.1628
1799143 - 5.5719
1799279 - 5.3093
1799353 - 5.3093
1799750 - 5.3529
1799774 - 9.9642
1799953 - 7.0838
1800756 - 8.0432
1800854 - 10.1107
1801293 - 5.1628
1801392 - 7.0838
1801734 - 6.2858
1803142 - 5.3093
1803231 - 5.7773
1803743 - 5.3529
1804038 - 6.1865
1804401 - 7.7249
1804450 - 8.7687
1804457 - 5.2536
1804712 - 6.2858
1805049 - 5.7184
1805244 - 11.5027
1805919 - 7.2303
1805967 - 5.3529
1805998 - 9.9642
1807179 - 8.0432
1808222 - 6.1865
1808308 - 5.7620
1808364 - 5.2827
1808940 - 5.1363
1809512 - 7.7249
1809676 - 5.3093
1809803 - 8.7687
1809915 - 5.7773
1810040 - 7.2568
1810291 - 7.8358
1812909 - 9.9642
1812987 - 5.7773
1812992 - 6.1865
1813042 - 9.0314
1813772 - 14.3831
1814039 - 6.2858
1814333 - 11.5027
1814801 - 6.1865
1814964 - 5.3093
1815169 - 6.8212
1815405 - 8.0167
1816240 - 6.8212
1816357 - 8.3596
1816388 - 11.5027
1816444 - 6.8212
1816480 - 9.9642
1817567 - 8.6223
1818320 - 5.1628
1818776 - 7.0838
1818905 - 5.5719
1819377 - 12.4356
1820046 - 6.0957
1820221 - 5.5719
1821046 - 9.5551
1821732 - 8.0432
1822005 - 5.5719
1822489 - 6.2858
1823295 - 8.0167
1823878 - 5.5719
1824336 - 7.0838
1825768 - 6.1865
1825871 - 10.7162
1826134 - 5.5719
1826579 - 5.9810
1829408 - 12.4356
1829469 - 5.7184
1829786 - 6.2974
1830146 - 5.5719
1831322 - 6.5048
1831508 - 5.1363
1831662 - 5.5719
1832018 - 6.1865
1832118 - 6.5293
1833228 - 6.2858
1833275 - 5.9810
1834102 - 5.5719
1834765 - 6.8477
1835134 - 6.8212
1836132 - 8.0432
1836534 - 10.3071
1836654 - 8.0167
1837085 - 5.5719
1837409 - 6.2974
1837473 - 9.1778
1837617 - 8.0432
1837658 - 8.7687
1837953 - 8.4524
1840501 - 9.0314
1840975 - 6.8212
1840987 - 5.5719
1842523 - 9.5551
1843201 - 11.5027
1843541 - 5.5719
1843618 - 5.5719
1843695 - 5.5719
1843734 - 5.5719
1843811 - 5.5719
1843849 - 5.5719
1843887 - 5.5719
1843925 - 5.5719
1844002 - 5.5719
1844041 - 5.5719
1844079 - 5.5719
1844117 - 5.5719
1844195 - 5.5719
1844273 - 5.5719
1844311 - 5.5719
1844349 - 5.5719
1844427 - 5.5719
1844505 - 5.5719
1844543 - 5.5719
1844620 - 5.5719
1844658 - 5.5719
1844735 - 5.5719
1844929 - 5.5719
1845198 - 5.5719
1845237 - 5.5719
1845276 - 5.5719
1845315 - 5.5719
1845355 - 5.5719
1845668 - 5.5719
1845682 - 5.2536
1846259 - 5.5719
1847577 - 7.2303
1847859 - 5.3093
1848630 - 5.5454
1849619 - 6.4121
1849690 - 5.2536
1849711 - 5.2536
1850624 - 5.5454
1850696 - 9.5551
1851235 - 5.3093
1851391 - 5.7773
1852283 - 5.5719
1853316 - 5.7773
1854008 - 5.8883
1855418 - 8.0167
1855604 - 5.3529
1855658 - 9.5551
1855876 - 9.5551
1856291 - 9.1778
1856322 - 6.0692
1856452 - 5.5719
1856886 - 5.1363
1857450 - 6.5293
1857818 - 5.1628
1859698 - 7.7249
1859769 - 9.0314
1860169 - 5.2536
1860857 - 5.3093
1861617 - 7.8358
1861735 - 5.7773
1861882 - 6.5293
1861996 - 9.5551
1862367 - 5.8883
1862900 - 5.2536
1863011 - 14.3831
1863298 - 6.2974
1863802 - 8.7687
1863809 - 6.2974
1863950 - 5.5719
1864256 - 11.9118
1865298 - 8.0432
1865308 - 7.8358
1865452 - 8.0432
1865984 - 6.5048
1866896 - 6.5048
1867403 - 8.4258
1867513 - 5.3529
1867730 - 8.7687
1868154 - 5.5719
1868218 - 6.1509
1868914 - 5.5454
1869708 - 5.8883
1869767 - 6.5293
1869853 - 8.0432
1869893 - 9.5551
1870098 - 5.2536
1871570 - 5.5719
1871765 - 9.0314
1874404 - 5.3529
1874437 - 5.3529
1874460 - 5.3529
1874477 - 5.3529
1874600 - 5.3529
1874617 - 5.3529
1874641 - 5.3529
1874665 - 5.3529
1874682 - 5.3529
1874699 - 5.3529
1874714 - 5.3529
1874731 - 5.3529
1874746 - 5.3529
1875447 - 5.5454
1876062 - 6.1865
1877249 - 9.0314
1877339 - 9.5551
1877899 - 8.0432
1877904 - 5.3093
1878268 - 6.2858
1878867 - 6.1865
1878971 - 7.4929
1879023 - 6.8212
1879202 - 6.4783
1880428 - 8.0167
1880512 - 9.5551
1880551 - 6.6747
1881141 - 7.0838
1881789 - 7.2303
1882127 - 9.7016
1882893 - 7.7249
1882968 - 6.5293
1883610 - 5.7773
1883978 - 6.5293
1885397 - 5.5719
1885424 - 5.2536
1885934 - 7.7249
1886219 - 5.3093
1886859 - 6.9139
1887640 - 6.1509
1887930 - 6.6949
1888599 - 7.7249
1890092 - 6.2858
1890966 - 9.7016
1891082 - 6.2858
1891822 - 6.2974
1891900 - 10.3734
1893016 - 5.1628
1893231 - 5.2536
1893660 - 5.8883
1894622 - 9.9642
1895114 - 6.8212
1895343 - 5.5719
1896586 - 9.5551
1896753 - 9.5551
1897721 - 5.1628
1898906 - 7.2568
1899465 - 6.2858
1899514 - 7.7249
1899630 - 5.8883
1900417 - 5.5719
1900819 - 8.0432
1902322 - 5.5454
1902640 - 9.5551
1902757 - 8.0432
1902762 - 8.2333
1902847 - 5.2536
1903359 - 7.7249
1904031 - 5.1628
1904109 - 6.8477
1905369 - 6.8477
1905403 - 6.6747
1905435 - 6.6747
1905467 - 6.6747
1905788 - 6.6747
1906113 - 8.7687
1907171 - 5.8883
1907283 - 5.7620
1907444 - 5.5719
1908253 - 9.9642
1908766 - 5.5719
1910443 - 5.5719
1911017 - 5.3093
1911306 - 6.4783
1912393 - 8.0432
1912652 - 5.5719
1912805 - 5.5454
1913066 - 5.3529
1913872 - 7.7249
1914185 - 6.0957
1914318 - 10.7162
1914343 - 6.1865
1914661 - 8.4524
1914903 - 6.5293
1914973 - 6.4783
1915647 - 5.1628
1915890 - 8.0432
1916077 - 5.3093
1916618 - 5.7773
1917439 - 5.1628
1917539 - 5.5719
1917697 - 5.5454
1918001 - 14.3831
1918062 - 5.8883
1918477 - 7.2568
1919214 - 7.2568
1919256 - 7.4929
1919918 - 5.5719
1920176 - 12.8447
1920418 - 8.7687
1921024 - 6.0957
1921461 - 5.3093
1921931 - 7.7249
1922437 - 6.8477
1922477 - 6.5048
1922491 - 7.7541
1923036 - 9.9642
1923242 - 6.5293
1923456 - 5.5454
1923928 - 5.3093
1925247 - 5.5719
1925454 - 5.1628
1925475 - 8.0432
1925851 - 5.3529
1926093 - 6.5048
1926137 - 5.3529
1926217 - 11.5027
1926842 - 5.5719
1927096 - 5.5719
1927626 - 5.3093
1927724 - 9.5551
1927915 - 5.5719
1928568 - 10.7162
1928582 - 5.2536
1928871 - 5.5719
1929924 - 9.5551
1929978 - 9.5551
1930172 - 5.7773
1930647 - 5.3093
1931894 - 6.2974
1932812 - 8.0167
1932853 - 5.3093
1933363 - 9.5551
1933976 - 7.0838
1935103 - 7.4929
1935565 - 5.3093
1936932 - 6.5048
1937363 - 6.5048
1937406 - 5.2536
1938706 - 10.3734
1938748 - 9.5551
1939547 - 5.3093
1939556 - 8.7687
1939750 - 5.3093
1940746 - 8.7687
1941528 - 8.3596
1941647 - 8.4524
1941652 - 5.2536
1941711 - 6.6747
1942189 - 6.6949
1942931 - 5.1628
1943139 - 10.7162
1943164 - 6.1865
1943475 - 9.1778
1944842 - 8.4524
1945083 - 6.5293
1945153 - 6.4783
1945443 - 6.2974
1945909 - 6.2974
1946097 - 9.0314
1946183 - 5.3529
1947068 - 8.7687
1947174 - 7.0838
1947289 - 5.7773
1948087 - 5.1628
1948320 - 14.3831
1948381 - 5.8883
1948796 - 7.2568
1949533 - 7.2568
1949575 - 7.4929
1950219 - 5.5719
1950706 - 5.8883
1951084 - 5.5719
1951503 - 5.3093
1952268 - 6.8477
1952308 - 6.5048
1952544 - 5.5719
1953019 - 6.1865
1953210 - 5.5719
1954119 - 5.3529
1954368 - 6.5048
1954412 - 5.3529
1954492 - 8.6223
1954496 - 5.1363
1954812 - 5.5719
1955120 - 5.5719
1955134 - 5.2536
1956057 - 5.3093
1956980 - 9.5551
1957034 - 5.1628
1957088 - 8.3596
1957745 - 6.5048
1958318 - 8.7687
1958606 - 8.3596
1958718 - 5.7620
1958879 - 5.5719
1959636 - 9.9642
1959707 - 5.5719
1960145 - 5.5719
1960209 - 7.4929
1960997 - 5.3093
1961494 - 6.5048
1961851 - 8.7687
1962102 - 5.3093
1962287 - 5.5454
1962419 - 6.4783
1962435 - 8.1632
1962662 - 5.3529
1962673 - 13.1875
1963609 - 5.3093
1966379 - 6.8477
1966744 - 6.1509
1966866 - 6.1865
1967346 - 6.5048
1967431 - 7.7249
1967776 - 5.3093
1968356 - 5.3093
1969038 - 5.3093
1969072 - 5.5719
